вода	146544
точка	45028
воздух	38203
след	36631
отклик	30435
желание	27952
рука	27567
любовь	26434
привет	24382
поддержка	24348
источник	23588
сторонник	22977
сердце	22749
участие	22719
цех	21598
электрон	20942
голова	20636
кровь	19437
раствор	18302
сочувствие	18114
звезда	15828
пища	14955
одобрение	14653
стремление	14451
состояние	14099
дыхание	13718
водоснабжение	13482
время	13316
чувство	12655
слово	12507
поклонник	12460
патриот	11921
симпатия	11397
спор	11369
песок	11224
день	10722
прессование	10151
призыв	9736
уголь	9586
прокатка	9547
трещина	9545
питание	9409
речь	9306
солнце	9294
слеза	9044
газ	8936
чай	8936
ключ	8876
ветер	8421
пора	8376
волна	8263
вера	8057
завтрак	7890
дискуссия	7292
вид	7203
интерес	7054
молитва	6967
носитель	6563
пятно	6347
пар	6216
приверженец	6162
поборник	6145
работа	6104
губа	5977
защитник	5928
молоко	5826
штамповка	5732
спирт	5724
металл	5708
глаз	5652
плазма	5629
дутье	5577
ванна	5570
блюдо	5399
зона	5356
патриотизм	5126
напиток	4800
конь	4705
зола	4703
поздравление	4678
обед	4473
луч	4451
прием	4407
пожелание	4369
тело	4339
обработка	4323
пыль	4318
душа	4292
камень	4288
спай	4287
протест	4251
суп	4220
защита	4185
бой	4092
аплодисменты	4022
утюг	3936
способ	3919
атом	3819
приветствие	3765
картошка	3727
струя	3724
щека	3600
пропагандист	3404
щи	3345
лоб	3300
ладонь	3264
поцелуй	3207
темперамент	3123
поток	3091
земля	3084
схватка	3037
заинтересованность	2946
полемика	2928
частица	2920
уголья	2907
просьба	2894
масло	2839
вселенная	2779
лицо	2761
разговор	2756
шепот	2738
дебаты	2707
деньги	2692
участок	2642
прения	2625
пирожок	2549
обсуждение	2507
благодарность	2473
лепешка	2468
линия	2464
человек	2418
почитатель	2415
борьба	2371
прокат	2348
место	2328
асфальт	2262
камера	2260
плита	2237
энтузиазм	2227
взгляд	2199
бензол	2182
вино	2173
пот	2168
порыв	2161
свет	2098
печь	2085
дырка	2031
сковорода	2025
хлеб	1980
пепел	1953
бульон	1909
конец	1849
духовка	1826
война	1818
объятие	1788
смесь	1753
дружба	1699
лошадь	1699
смола	1695
часть	1685
туман	1679
надежда	1679
ремонт	1649
сосиска	1626
палец	1623
противник	1610
область	1576
каша	1573
борщ	1565
ящик	1564
натура	1559
резерв	1545
сковородка	1524
печка	1522
мольба	1493
чайник	1465
минута	1464
еда	1442
стенка	1439
письмо	1432
запах	1425
преданность	1421
катод	1418
ужин	1417
железо	1395
шоколад	1387
блеск	1358
краска	1337
закуска	1330
характер	1307
убеждение	1303
жидкость	1295
кирпич	1290
увлечение	1287
убежденность	1252
момент	1234
дым	1234
битум	1227
воск	1226
сироп	1209
привязанность	1190
энтузиаст	1184
язык	1182
блин	1178
румянец	1168
ацетон	1162
пирог	1154
материал	1147
последователь	1137
баня	1136
нрав	1131
проповедь	1114
метанол	1090
забота	1083
поклонница	1075
деформация	1053
выступление	1051
вражда	1039
компресс	1007
ненависть	993
пара	988
признание	986
свинец	979
пуля	969
этанол	952
капля	949
похлебка	947
поверхность	945
огонь	936
полоса	935
жажда	920
уголек	916
струйка	903
отношение	896
дело	868
небо	850
беседа	846
среда	845
строка	836
картофелина	834
посадка	827
продукт	813
рот	807
душ	799
кипяток	795
час	794
искра	794
радость	792
масса	785
атмосфера	781
жир	776
признательность	775
боль	769
агломерат	759
компонент	753
друг	740
комок	736
слой	731
ехать=V,несов,нп=непрош,ед,изъяв,1-л	725
голос	721
мечта	715
картофель	708
снег	700
влага	688
мысль	683
скакун	680
похвала	680
осколок	677
сторона	674
дух	665
экситон	659
самовар	658
труба	647
рассол	646
сверхгигант	644
денек	641
простой	641
проповедник	639
щелочь	635
протестант	635
монолог	625
штамп	618
овация	609
переход	601
денечек	601
сбитень	600
плечо	597
копчение	596
спина	588
теплоноситель	583
сила	580
ион	571
выражение	570
гигант	558
кто=SPRO,ед,муж,од=пр	558
кусок	556
электрод	555
литье	552
лава	545
возражение	545
увлеченность	543
кожа	543
парень	541
марево	537
розлив	536
сторонница	532
жизнь	524
мясо	524
статья	523
шлак	521
стакан	520
галька	519
чайка	518
воображение	516
дождь	507
пунш	505
период	503
флюид	497
цинкование	492
люминесценция	483
гексан	476
питие	475
лето	469
ход	467
ухо	459
чаек	457
настой	457
предмет	452
хлороформ	444
подушка	444
заготовка	441
трава	438
диспут	437
год	437
чугун	431
ток	427
ручка	426
щелок	422
уста	420
нетерпение	417
озеро	412
образ	410
ласка	409
ядро	408
поле	406
кружка	402
встреча	400
нож	396
перестрелка	395
варево	394
страсть	394
ковка	394
лед	393
гильза	392
радикал	389
нога	389
полдень	388
вихорь	383
биение	382
нефть	382
отвар	373
ветерок	364
событие	362
дорога	359
обмен	358
процесс	352
бутылка	351
тирада	351
охотник	338
корона	338
кушанье	337
ствол	336
субкарлик	334
пыл	333
капли	333
испытание	328
солнышко	327
воодушевление	326
пресса	323
облако	321
веник	316
твердость	312
впечатление	306
