климат	36884
воздух	35285
почва	24578
год	19619
земля	15678
субтропики	15301
состояние	14196
камера	14094
место	11787
песок	11142
атмосфера	8916
глаз	8250
период	7887
погода	7762
среда	7320
ветер	7145
условие	7014
район	6494
тропики	5960
луг	5622
хрип	5267
лес	4713
лето	4401
материал	4174
трава	3852
зона	3810
местообитание	3602
зерно	3581
тряпка	3484
слой	3457
грунт	3415
рука	3308
сезон	3219
соль	3212
блеск	3025
лоб	2955
губа	2909
ткань	2887
поверхность	2845
волос	2763
глина	2609
уборка	2577
участок	2511
мох	2335
снег	2238
весна	2181
след	2151
масса	2138
прохлада	1976
запах	1963
мешанка	1961
дыхание	1936
пар	1716
туман	1690
лист	1647
полотенце	1629
вес	1625
тип	1583
тело	1558
газ	1460
осень	1433
ладонь	1427
берег	1426
зима	1390
область	1379
склон	1374
опилки	1364
нос	1362
кислород	1346
камень	1326
кожа	1296
пятно	1235
водород	1205
образец	1186
день	1155
уголь	1154
способ	1128
препарат	1103
рот	1094
конвекция	1094
корм	1073
древесина	1068
биотоп	1045
эфир	1034
горизонт	996
бумага	995
духота	987
взгляд	975
ветерок	967
скала	956
холод	952
палец	937
лицо	920
жара	905
свежесть	897
окись	865
время	864
листва	828
губка	827
хранение	824
субстрат	796
вата	795
асфальт	791
месяц	763
семя	755
торф	736
режим	730
зуб	717
салфетка	717
порода	713
эпоха	704
фаза	701
горение	698
мгла	694
термометр	684
помещение	671
тряпочка	658
взор	657
язык	647
небо	641
марля	634
уста	620
вид	601
холодок	595
пелена	594
стена	583
жар	560
хлеб	547
суглинок	546
сумрак	525
тьма	520
темнота	516
пленка	512
смесь	503
топливо	500
платок	494
дезинфекция	481
солома	475
обработка	475
щека	468
дым	467
адиабата	455
саванна	454
пыль	454
теплота	445
долина	441
одежда	440
гангрена	437
подстилка	437
тепло	426
ночь	425
муссон	424
простыня	421
ущелие	417
дерево	407
местность	400
стация	396
тишина	392
дезинсекция	391
тампон	390
низина	388
проба	385
испарение	375
дымка	371
глубина	370
поцелуй	368
часть	368
белье	366
ил	356
осаждение	356
микроклимат	351
пространство	347
остаток	339
дно	338
бурка	336
глазок	329
пояс	328
осадки	325
вещество	323
полоса	321
тундра	320
роза	317
хлопья	316
глава	314
фильтр	312
свет	308
поле	298
голос	297
продукт	296
спина	295
мрак	293
хлопок	292
вариант	292
шум	291
дорога	289
осадок	284
кора	284
понижение	283
кашель	282
мешковина	281
дефицит	278
ствол	266
ноздря	266
шея	264
звук	263
стихия	261
частица	257
облако	253
цветок	250
стекло	248
мутность	244
зелень	243
чернозем	242
шорох	242
порошок	238
аромат	235
ком	233
сумерки	228
дубрава	225
повязка	223
морда	223
шихта	222
прессование	221
шелест	220
грудь	219
бог	218
прикосновение	216
степь	211
дымок	208
кудри	207
зной	205
вечер	203
око	202
рифма	202
кристалл	202
сырье	199
стенка	199
солончак	197
высокогорье	196
крыльцо	195
дух	195
тряпица	194
полотно	194
ресница	191
полоска	191
компресс	190
страна	184
азот	184
бетон	183
стебель	182
ложе	182
борозда	179
покров	176
протравливание	175
синева	175
лужайка	172
тень	170
сирень	167
неустойчивость	164
бор	161
куст	159
джунгли	156
чернота	156
дорожка	155
метод	152
веко	152
галька	152
голова	151
власы	151
поток	151
кусок	151
равнина	149
ватка	148
огонь	147
комок	145
концентрат	145
утро	144
прах	143
лапка	141
налет	141
материя	136
мир	133
шерсть	131
хлор	131
звезда	130
лепесток	130
волна	130
ладошка	128
хруст	127
гранула	127
прядь	127
природа	126
комочек	126
паста	125
сад	125
пласт	123
рубашка	122
бензол	122
сено	122
клетка	121
сырость	121
биомасса	119
сдвиг	119
злак	115
угол	114
выпадение	114
твердение	113
кто=SPRO,ед,муж,од=пр	112
ветвь	112
шепот	111
смола	110
хлад	109
кукуруза	108
грязь	107
чело	106
корень	106
недра	105
осыпь	104
мицелий	104
отблеск	102
сероводород	102
воз	98
пасть	98
тяжесть	98
