humid_ADJ mid_NOUN	1904	1	1
humid_ADJ mid_NOUN	1905	6	6
humid_ADJ mid_NOUN	1915	63	3
humid_ADJ mid_NOUN	1919	4	2
humid_ADJ mid_NOUN	1929	2	2
humid_ADJ mid_NOUN	1932	1	1
humid_ADJ mid_NOUN	1933	2	1
humid_ADJ mid_NOUN	1934	1	1
humid_ADJ mid_NOUN	1937	2	2
humid_ADJ mid_NOUN	1941	1	1
humid_ADJ mid_NOUN	1942	2	2
humid_ADJ mid_NOUN	1944	1	1
humid_ADJ mid_NOUN	1946	2	1
humid_ADJ mid_NOUN	1949	3	1
humid_ADJ mid_NOUN	1950	3	3
humid_ADJ mid_NOUN	1951	3	1
humid_ADJ mid_NOUN	1954	6	6
humid_ADJ mid_NOUN	1957	3	3
humid_ADJ mid_NOUN	1958	4	4
humid_ADJ mid_NOUN	1960	2	2
humid_ADJ mid_NOUN	1962	5	1
humid_ADJ mid_NOUN	1964	1	1
humid_ADJ mid_NOUN	1965	1	1
humid_ADJ mid_NOUN	1966	5	5
humid_ADJ mid_NOUN	1967	9	7
humid_ADJ mid_NOUN	1968	7	5
humid_ADJ mid_NOUN	1969	5	5
humid_ADJ mid_NOUN	1970	5	3
humid_ADJ mid_NOUN	1971	11	10
humid_ADJ mid_NOUN	1972	5	5
humid_ADJ mid_NOUN	1973	10	5
humid_ADJ mid_NOUN	1974	2	2
humid_ADJ mid_NOUN	1975	2	2
humid_ADJ mid_NOUN	1976	41	5
humid_ADJ mid_NOUN	1977	10	10
humid_ADJ mid_NOUN	1978	2	2
humid_ADJ mid_NOUN	1979	3	3
humid_ADJ mid_NOUN	1980	3	3
humid_ADJ mid_NOUN	1981	8	4
humid_ADJ mid_NOUN	1982	6	5
humid_ADJ mid_NOUN	1983	1	1
humid_ADJ mid_NOUN	1984	5	3
humid_ADJ mid_NOUN	1985	9	4
humid_ADJ mid_NOUN	1986	7	5
humid_ADJ mid_NOUN	1987	6	6
humid_ADJ mid_NOUN	1988	6	6
humid_ADJ mid_NOUN	1989	8	8
humid_ADJ mid_NOUN	1990	5	4
humid_ADJ mid_NOUN	1991	10	9
humid_ADJ mid_NOUN	1992	6	6
humid_ADJ mid_NOUN	1993	6	6
humid_ADJ mid_NOUN	1994	8	7
humid_ADJ mid_NOUN	1995	16	15
humid_ADJ mid_NOUN	1996	4	4
humid_ADJ mid_NOUN	1997	6	6
humid_ADJ mid_NOUN	1998	10	8
humid_ADJ mid_NOUN	1999	7	7
humid_ADJ mid_NOUN	2000	13	11
humid_ADJ mid_NOUN	2001	8	7
humid_ADJ mid_NOUN	2002	8	8
humid_ADJ mid_NOUN	2003	29	19
humid_ADJ mid_NOUN	2004	18	15
humid_ADJ mid_NOUN	2005	29	21
humid_ADJ mid_NOUN	2006	20	19
humid_ADJ mid_NOUN	2007	10	10
humid_ADJ mid_NOUN	2008	20	20
humid_ADJ ravines_NOUN	1829	2	2
humid_ADJ ravines_NOUN	1847	1	1
humid_ADJ ravines_NOUN	1859	2	2
humid_ADJ ravines_NOUN	1861	1	1
humid_ADJ ravines_NOUN	1869	2	2
humid_ADJ ravines_NOUN	1888	4	4
humid_ADJ ravines_NOUN	1903	3	3
humid_ADJ ravines_NOUN	1924	2	2
humid_ADJ ravines_NOUN	1933	2	1
humid_ADJ ravines_NOUN	1942	2	2
humid_ADJ ravines_NOUN	1945	1	1
humid_ADJ ravines_NOUN	1948	1	1
humid_ADJ ravines_NOUN	1949	3	3
humid_ADJ ravines_NOUN	1950	1	1
humid_ADJ ravines_NOUN	1954	2	2
humid_ADJ ravines_NOUN	1956	2	2
humid_ADJ ravines_NOUN	1957	4	4
humid_ADJ ravines_NOUN	1958	2	1
humid_ADJ ravines_NOUN	1959	2	1
humid_ADJ ravines_NOUN	1961	1	1
humid_ADJ ravines_NOUN	1962	1	1
humid_ADJ ravines_NOUN	1963	4	4
humid_ADJ ravines_NOUN	1964	1	1
humid_ADJ ravines_NOUN	1965	2	2
humid_ADJ ravines_NOUN	1968	2	2
humid_ADJ ravines_NOUN	1969	2	2
humid_ADJ ravines_NOUN	1970	1	1
humid_ADJ ravines_NOUN	1972	2	2
